time unit: s, fft_wrapper:inst|sink_sop, fft_wrapper:inst|sink_eop, CLOCK_50, fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[11..0], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[11], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[10], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[9], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[8], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[7], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[6], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[5], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[4], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[3], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[2], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[1], fft_wrapper:inst|control_for_fft:control_for_fft_longer_inst|insignal[0], fft_wrapper:inst|fft:fft_inst|source_sop, fft_wrapper:inst|fft:fft_inst|source_eop, fft_wrapper:inst|real_power[17..0], fft_wrapper:inst|real_power[17], fft_wrapper:inst|real_power[16], fft_wrapper:inst|real_power[15], fft_wrapper:inst|real_power[14], fft_wrapper:inst|real_power[13], fft_wrapper:inst|real_power[12], fft_wrapper:inst|real_power[11], fft_wrapper:inst|real_power[10], fft_wrapper:inst|real_power[9], fft_wrapper:inst|real_power[8], fft_wrapper:inst|real_power[7], fft_wrapper:inst|real_power[6], fft_wrapper:inst|real_power[5], fft_wrapper:inst|real_power[4], fft_wrapper:inst|real_power[3], fft_wrapper:inst|real_power[2], fft_wrapper:inst|real_power[1], fft_wrapper:inst|real_power[0], fft_wrapper:inst|imag_power[17..0], fft_wrapper:inst|imag_power[17], fft_wrapper:inst|imag_power[16], fft_wrapper:inst|imag_power[15], fft_wrapper:inst|imag_power[14], fft_wrapper:inst|imag_power[13], fft_wrapper:inst|imag_power[12], fft_wrapper:inst|imag_power[11], fft_wrapper:inst|imag_power[10], fft_wrapper:inst|imag_power[9], fft_wrapper:inst|imag_power[8], fft_wrapper:inst|imag_power[7], fft_wrapper:inst|imag_power[6], fft_wrapper:inst|imag_power[5], fft_wrapper:inst|imag_power[4], fft_wrapper:inst|imag_power[3], fft_wrapper:inst|imag_power[2], fft_wrapper:inst|imag_power[1], fft_wrapper:inst|imag_power[0], 
0, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
1880, 0, 0, 1, 011110101000, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, -77, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
1881, 0, 0, 1, 011110100100, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, -131, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
1882, 0, 0, 1, 011110100001, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, -11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, -175, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 
1883, 0, 0, 1, 011110011101, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, -42, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
1884, 0, 0, 1, 011110011001, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
1885, 0, 0, 1, 011110010101, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, -132, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
1886, 0, 0, 1, 011110010001, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, -172, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, -115, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 
1887, 0, 0, 1, 011110001100, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, -139, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 
1888, 0, 0, 1, 011110001000, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
1889, 0, 0, 1, 011110000011, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, -137, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 
1890, 0, 0, 1, 011101111111, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, -159, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, -60, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
1891, 0, 0, 1, 011101111010, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, -202, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
1892, 0, 0, 1, 011101110101, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
1893, 0, 0, 1, 011101101111, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 
1894, 0, 0, 1, 011101101010, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, -123, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
1895, 0, 0, 1, 011101100101, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, -92, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, -138, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 
1896, 0, 0, 1, 011101011111, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, -63, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 
1897, 0, 0, 1, 011101011001, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 
1898, 0, 0, 1, 011101010100, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, -147, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 
1899, 0, 0, 1, 011101001110, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, -157, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, -82, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 
1900, 0, 0, 1, 011101000111, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -201, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 
1901, 0, 0, 1, 011101000001, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
1902, 0, 0, 1, 011100111011, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, -74, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1903, 0, 0, 1, 011100110100, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, -149, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, -75, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 
1904, 0, 0, 1, 011100101110, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -179, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 
1905, 0, 0, 1, 011100100111, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
1906, 0, 0, 1, 011100100000, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 
1907, 0, 0, 1, 011100011001, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, -155, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 
1908, 0, 0, 1, 011100010010, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -103, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, -90, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 
1909, 0, 0, 1, 011100001011, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, -120, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 
1910, 0, 0, 1, 011100000011, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 
1911, 0, 0, 1, 011011111100, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, -113, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
1912, 0, 0, 1, 011011110100, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, -153, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, -105, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 
1913, 0, 0, 1, 011011101101, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, -211, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 
1914, 0, 0, 1, 011011100101, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
1915, 0, 0, 1, 011011011101, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, -16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 
1916, 0, 0, 1, 011011010101, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, -180, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, -49, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
1917, 0, 0, 1, 011011001100, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -98, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 
1918, 0, 0, 1, 011011000100, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, -42, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
1919, 0, 0, 1, 011010111100, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 
1920, 0, 0, 1, 011010110011, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, -133, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
1921, 0, 0, 1, 011010101011, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, -89, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, -95, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 
1922, 0, 0, 1, 011010100010, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, -192, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 
1923, 0, 0, 1, 011010011001, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 
1924, 0, 0, 1, 011010010000, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, -57, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
1925, 0, 0, 1, 011010000111, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, -183, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, -85, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 
1926, 0, 0, 1, 011001111110, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, -163, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 
1927, 0, 0, 1, 011001110101, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
1928, 0, 0, 1, 011001101011, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, -18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 
1929, 0, 0, 1, 011001100010, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, -174, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
1930, 0, 0, 1, 011001011000, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, -19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, -121, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 
1931, 0, 0, 1, 011001001111, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, -117, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 
1932, 0, 0, 1, 011001000101, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 
1933, 0, 0, 1, 011000111011, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, -86, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 
1934, 0, 0, 1, 011000110001, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, -164, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, -131, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 
1935, 0, 0, 1, 011000100111, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, -169, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 
1936, 0, 0, 1, 011000011101, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
1937, 0, 0, 1, 011000010011, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, -69, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 
1938, 0, 0, 1, 011000001001, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -216, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, -44, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
1939, 0, 0, 1, 010111111110, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, -155, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 
1940, 0, 0, 1, 010111110100, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, -25, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
1941, 0, 0, 1, 010111101010, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, -29, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
1942, 0, 0, 1, 010111011111, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, -111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
1943, 0, 0, 1, 010111010100, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, -78, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, -148, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 
1944, 0, 0, 1, 010111001010, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, -121, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 
1945, 0, 0, 1, 010110111111, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 
1946, 0, 0, 1, 010110110100, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, -74, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 
1947, 0, 0, 1, 010110101001, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, -217, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, -87, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 
1948, 0, 0, 1, 010110011110, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, -167, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 
1949, 0, 0, 1, 010110010011, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
1950, 0, 0, 1, 010110001000, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -77, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 
